"year","county","make","model","fuel_type","sales"
2023,"San Mateo","BMW","5 Series","PHEV",27
2023,"San Mateo","BMW","7 Series","PHEV",3
2023,"San Mateo","BMW","X5","PHEV",152
2023,"San Mateo","BMW","XM","PHEV",5
2023,"San Mateo","BMW","i4","Electric",307
2023,"San Mateo","BMW","i5","Electric",10
2023,"San Mateo","BMW","i7","Electric",10
2023,"San Mateo","BMW","iX","Electric",135
2023,"San Mateo","Cadillac","LYRIQ","Electric",16
2023,"San Mateo","Chevrolet","Bolt EUV","Electric",870
2023,"San Mateo","Chevrolet","Bolt EV","Electric",1260
2023,"San Mateo","Chevrolet","Silverado EV","Electric",12
2023,"San Mateo","Chrysler","Pacifica Hybrid","PHEV",13
2023,"San Mateo","Chrysler","Pacifica Plug-In Hybrid","PHEV",314
2023,"San Mateo","Dodge","Hornet","PHEV",1
2023,"San Mateo","Ferrari","296 GTB","PHEV",6
2023,"San Mateo","Ferrari","296 GTS","PHEV",1
2023,"San Mateo","Ferrari","SF90 Spider","PHEV",2
2023,"San Mateo","Ferrari","SF90 Stradale","PHEV",3
2023,"San Mateo","Fisker","Ocean","Electric",29
2023,"San Mateo","Ford","E-Transit","Electric",14
2023,"San Mateo","Ford","Escape Plug-In Hybrid","PHEV",15
2023,"San Mateo","Ford","F-150 Lightning","Electric",110
2023,"San Mateo","Ford","Mustang Mach-E","Electric",241
2023,"San Mateo","Genesis","Electrified G80","Electric",3
2023,"San Mateo","Genesis","Electrified GV70","Electric",14
2023,"San Mateo","Genesis","GV60","Electric",30
2023,"San Mateo","Hyundai","IONIQ 5","Electric",265
2023,"San Mateo","Hyundai","IONIQ 6","Electric",66
2023,"San Mateo","Hyundai","KONA Electric","Electric",70
2023,"San Mateo","Hyundai","NEXO","Hydrogen",8
2023,"San Mateo","Hyundai","SANTA FE Plug-In Hybrid","PHEV",23
2023,"San Mateo","Hyundai","TUCSON Plug-in Hybrid","PHEV",34
2023,"San Mateo","Jaguar","I-PACE","Electric",1
2023,"San Mateo","Jeep","Grand Cherokee","PHEV",59
2023,"San Mateo","Jeep","Wrangler","PHEV",346
2023,"San Mateo","Jeep","Wrangler Unlimited","PHEV",3
2023,"San Mateo","Kia","EV6","Electric",424
2023,"San Mateo","Kia","Niro EV","Electric",706
2023,"San Mateo","Kia","Niro Plug-In Hybrid","PHEV",17
2023,"San Mateo","Kia","Sorento Plug-In Hybrid","PHEV",19
2023,"San Mateo","Kia","Sportage Plug-In Hybrid","PHEV",41
2023,"San Mateo","Land Rover","Range Rover","PHEV",1
2023,"San Mateo","Land Rover","Range Rover Sport","PHEV",1
2023,"San Mateo","Lexus","NX 450h+","PHEV",88
2023,"San Mateo","Lexus","RX 450h+","PHEV",9
2023,"San Mateo","Lexus","RZ 450e","Electric",52
2023,"San Mateo","Lincoln","Aviator","PHEV",1
2023,"San Mateo","Lincoln","Corsair","PHEV",1
2023,"San Mateo","Lucid","Air","Electric",45
2023,"San Mateo","MINI","Countryman Plug-in Hybrid","PHEV",6
2023,"San Mateo","MINI","Hardtop 2 Door","Electric",34
2023,"San Mateo","Mazda","CX-90 PHEV","PHEV",42
2023,"San Mateo","Mazda","MX-30 EV","Electric",1
2023,"San Mateo","McLaren","Artura","PHEV",5
2023,"San Mateo","Mercedes-Benz","EQB","Electric",165
2023,"San Mateo","Mercedes-Benz","EQE","Electric",245
2023,"San Mateo","Mercedes-Benz","EQS","Electric",157
2023,"San Mateo","Mercedes-Benz","GLE","PHEV",14
2023,"San Mateo","Mercedes-Benz","S-Class","PHEV",2
2023,"San Mateo","Mitsubishi","Outlander PHEV","PHEV",21
2023,"San Mateo","Nissan","Ariya","Electric",59
2023,"San Mateo","Nissan","LEAF","Electric",48
2023,"San Mateo","Polestar","2","Electric",572
2023,"San Mateo","Porsche","Cayenne","PHEV",13
2023,"San Mateo","Porsche","Panamera","PHEV",3
2023,"San Mateo","Porsche","Taycan","Electric",100
2023,"San Mateo","Rivian","R1S","Electric",359
2023,"San Mateo","Rivian","R1T","Electric",162
2023,"San Mateo","Subaru","Crosstrek","PHEV",13
2023,"San Mateo","Tesla","Model 3","Electric",2301
2023,"San Mateo","Tesla","Model S","Electric",177
2023,"San Mateo","Tesla","Model X","Electric",367
2023,"San Mateo","Tesla","Model Y","Electric",3991
2023,"San Mateo","Toyota","Mirai","Hydrogen",23
2023,"San Mateo","Toyota","Prius Prime","PHEV",88
2023,"San Mateo","Toyota","RAV4 Prime","PHEV",201
2023,"San Mateo","Toyota/Subaru","bZ4X/Solterra","Electric",215
2023,"San Mateo","VinFast","VF8","Electric",8
2023,"San Mateo","Volkswagen","ID.4","Electric",377
2023,"San Mateo","Volvo","C40 Recharge","Electric",104
2023,"San Mateo","Volvo","S60 Recharge","PHEV",11
2023,"San Mateo","Volvo","V60 Recharge","PHEV",5
2023,"San Mateo","Volvo","XC40 Recharge","Electric",66
2023,"San Mateo","Volvo","XC60 Recharge","PHEV",55
2023,"San Mateo","Volvo","XC90 Recharge","PHEV",88
2023,"Santa Barbara","Alfa Romeo","Tonale","PHEV",1
2023,"Santa Barbara","Audi","Q4 e-tron","Electric",21
2023,"Santa Barbara","Audi","Q4 e-tron Sportback","Electric",4
2023,"Santa Barbara","Audi","Q5","PHEV",15
2023,"Santa Barbara","Audi","Q8 e-tron","Electric",11
2023,"Santa Barbara","Audi","Q8 e-tron Sportback","Electric",2
2023,"Santa Barbara","Audi","RS e-tron GT","Electric",1
2023,"Santa Barbara","Audi","SQ8 e-tron","Electric",1
2023,"Santa Barbara","Audi","SQ8 e-tron Sportback","Electric",1
2023,"Santa Barbara","Audi","e-tron","Electric",5
2023,"Santa Barbara","Audi","e-tron GT","Electric",7
2023,"Santa Barbara","Audi","e-tron S","Electric",1
2023,"Santa Barbara","BMW","3 Series","PHEV",8
2023,"Santa Barbara","BMW","5 Series","PHEV",7
2023,"Santa Barbara","BMW","X5","PHEV",54
2023,"Santa Barbara","BMW","XM","PHEV",3
2023,"Santa Barbara","BMW","i4","Electric",59
2023,"Santa Barbara","BMW","i5","Electric",2
2023,"Santa Barbara","BMW","i7","Electric",2
2023,"Santa Barbara","BMW","iX","Electric",33
2023,"Santa Barbara","Cadillac","LYRIQ","Electric",2
2023,"Santa Barbara","Chevrolet","Blazer EV","Electric",1
2023,"Santa Barbara","Chevrolet","Bolt EUV","Electric",131
2023,"Santa Barbara","Chevrolet","Bolt EV","Electric",56
2023,"Santa Barbara","Chrysler","Pacifica Hybrid","PHEV",7
2023,"Santa Barbara","Chrysler","Pacifica Plug-In Hybrid","PHEV",26
2023,"Santa Barbara","Ferrari","296 GTB","PHEV",2
2023,"Santa Barbara","Ferrari","SF90 Spider","PHEV",2
2023,"Santa Barbara","Fisker","Ocean","Electric",8
2023,"Santa Barbara","Ford","E-Transit","Electric",30
2023,"Santa Barbara","Ford","Escape Plug-In Hybrid","PHEV",18
2023,"Santa Barbara","Ford","F-150 Lightning","Electric",68
2023,"Santa Barbara","Ford","Mustang Mach-E","Electric",74
2023,"Santa Barbara","Genesis","Electrified GV70","Electric",2
2023,"Santa Barbara","Genesis","GV60","Electric",4
2023,"Santa Barbara","Hyundai","IONIQ 5","Electric",51
2023,"Santa Barbara","Hyundai","IONIQ 6","Electric",17
2023,"Santa Barbara","Hyundai","KONA Electric","Electric",6
2023,"Santa Barbara","Hyundai","NEXO","Hydrogen",3
2023,"Santa Barbara","Hyundai","SANTA FE Plug-In Hybrid","PHEV",12
2023,"Santa Barbara","Hyundai","TUCSON Plug-in Hybrid","PHEV",9
2023,"Santa Barbara","Jeep","Grand Cherokee","PHEV",41
2023,"Santa Barbara","Jeep","Wrangler","PHEV",98
2023,"Santa Barbara","Jeep","Wrangler Unlimited","PHEV",8
2023,"Santa Barbara","Kia","EV6","Electric",18
2023,"Santa Barbara","Kia","EV9","Electric",1
2023,"Santa Barbara","Kia","Niro EV","Electric",7
2023,"Santa Barbara","Kia","Niro Plug-In Hybrid","PHEV",14
2023,"Santa Barbara","Kia","Sorento Plug-In Hybrid","PHEV",6
2023,"Santa Barbara","Kia","Sportage Plug-In Hybrid","PHEV",8
2023,"Santa Barbara","Land Rover","Range Rover Sport","PHEV",2
2023,"Santa Barbara","Lexus","NX 450h+","PHEV",28
2023,"Santa Barbara","Lexus","RX 450h+","PHEV",2
2023,"Santa Barbara","Lexus","RZ 450e","Electric",18
2023,"Santa Barbara","Lincoln","Aviator","PHEV",3
2023,"Santa Barbara","Lucid","Air","Electric",5
2023,"Santa Barbara","MINI","Countryman Plug-in Hybrid","PHEV",3
2023,"Santa Barbara","MINI","Hardtop 2 Door","Electric",7
2023,"Santa Barbara","Mazda","CX-90 PHEV","PHEV",9
2023,"Santa Barbara","Mazda","MX-30 EV","Electric",2
2023,"Santa Barbara","McLaren","Artura","PHEV",1
2023,"Santa Barbara","Mercedes-Benz","EQB","Electric",18
2023,"Santa Barbara","Mercedes-Benz","EQE","Electric",19
2023,"Santa Barbara","Mercedes-Benz","EQS","Electric",23
2023,"Santa Barbara","Mercedes-Benz","GLE","PHEV",5
2023,"Santa Barbara","Mercedes-Benz","S-Class","PHEV",2
2023,"Santa Barbara","Mitsubishi","Outlander PHEV","PHEV",4
2023,"Santa Barbara","Nissan","Ariya","Electric",16
2023,"Santa Barbara","Nissan","LEAF","Electric",54
2023,"Santa Barbara","Polestar","2","Electric",3
2023,"Santa Barbara","Porsche","Cayenne","PHEV",3
2023,"Santa Barbara","Porsche","Panamera","PHEV",3
2023,"Santa Barbara","Porsche","Taycan","Electric",23
2023,"Santa Barbara","Rivian","R1S","Electric",89
2023,"Santa Barbara","Rivian","R1T","Electric",43
2023,"Santa Barbara","Subaru","Crosstrek","PHEV",6
2023,"Santa Barbara","Tesla","Model 3","Electric",501
2023,"Santa Barbara","Tesla","Model S","Electric",32
2023,"Santa Barbara","Tesla","Model X","Electric",56
2023,"Santa Barbara","Tesla","Model Y","Electric",746
2023,"Santa Barbara","Toyota","Mirai","Hydrogen",9
2023,"Santa Barbara","Toyota","Prius Prime","PHEV",41
2023,"Santa Barbara","Toyota","RAV4 Prime","PHEV",81
2023,"Santa Barbara","Toyota/Subaru","bZ4X/Solterra","Electric",35
2023,"Santa Barbara","VinFast","VF8","Electric",1
2023,"Santa Barbara","Volkswagen","ID.4","Electric",96
2023,"Santa Barbara","Volvo","C40 Recharge","Electric",4
2023,"Santa Barbara","Volvo","S60 Recharge","PHEV",2
2023,"Santa Barbara","Volvo","V60 Recharge","PHEV",1
2023,"Santa Barbara","Volvo","XC40 Recharge","Electric",5
2023,"Santa Barbara","Volvo","XC60 Recharge","PHEV",15
2023,"Santa Barbara","Volvo","XC90 Recharge","PHEV",26
2023,"Santa Clara","Alfa Romeo","Tonale","PHEV",3
2023,"Santa Clara","Audi","Q4 e-tron","Electric",241
2023,"Santa Clara","Audi","Q4 e-tron Sportback","Electric",42
2023,"Santa Clara","Audi","Q5","PHEV",78
2023,"Santa Clara","Audi","Q8 e-tron","Electric",118
2023,"Santa Clara","Audi","Q8 e-tron Sportback","Electric",32
2023,"Santa Clara","Audi","RS e-tron GT","Electric",13
2023,"Santa Clara","Audi","e-tron","Electric",39
2023,"Santa Clara","Audi","e-tron GT","Electric",37
2023,"Santa Clara","Audi","e-tron S","Electric",6
2023,"Santa Clara","Audi","e-tron S Sportback","Electric",1
2023,"Santa Clara","Audi","e-tron Sportback","Electric",17
2023,"Santa Clara","BMW","3 Series","PHEV",120
2023,"Santa Clara","BMW","5 Series","PHEV",111
2023,"Santa Clara","BMW","7 Series","PHEV",1
2023,"Santa Clara","BMW","X5","PHEV",405
2023,"Santa Clara","BMW","XM","PHEV",9
2023,"Santa Clara","BMW","i4","Electric",833
2023,"Santa Clara","BMW","i5","Electric",31
2023,"Santa Clara","BMW","i7","Electric",35
2023,"Santa Clara","BMW","iX","Electric",359
2023,"Santa Clara","Bentley","Bentayga","PHEV",2
2023,"Santa Clara","BrightDrop","Zevo 600","Electric",1
2023,"Santa Clara","Cadillac","LYRIQ","Electric",73
2023,"Santa Clara","Chevrolet","Blazer EV","Electric",3
2023,"Santa Clara","Chevrolet","Bolt EUV","Electric",1003
2023,"Santa Clara","Chevrolet","Bolt EV","Electric",452
2023,"Santa Clara","Chrysler","Pacifica Hybrid","PHEV",61
2023,"Santa Clara","Chrysler","Pacifica Plug-In Hybrid","PHEV",131
2023,"Santa Clara","Ferrari","296 GTB","PHEV",6
2023,"Santa Clara","Ferrari","SF90 Spider","PHEV",2
2023,"Santa Clara","Ferrari","SF90 Stradale","PHEV",6
2023,"Santa Clara","Fisker","Ocean","Electric",77
2023,"Santa Clara","Ford","E-Transit","Electric",45
2023,"Santa Clara","Ford","Escape Plug-In Hybrid","PHEV",47
2023,"Santa Clara","Ford","F-150 Lightning","Electric",240
2023,"Santa Clara","Ford","Mustang Mach-E","Electric",772
2023,"Santa Clara","GMC","HUMMER EV","Electric",1
2023,"Santa Clara","Genesis","Electrified G80","Electric",1
2023,"Santa Clara","Genesis","Electrified GV70","Electric",19
2023,"Santa Clara","Genesis","GV60","Electric",76
2023,"Santa Clara","Hyundai","IONIQ 5","Electric",709
2023,"Santa Clara","Hyundai","IONIQ 6","Electric",257
2023,"Santa Clara","Hyundai","KONA Electric","Electric",104
2023,"Santa Clara","Hyundai","NEXO","Hydrogen",40
2023,"Santa Clara","Hyundai","SANTA FE Plug-In Hybrid","PHEV",63
2023,"Santa Clara","Hyundai","TUCSON Plug-in Hybrid","PHEV",93
2023,"Santa Clara","Jaguar","I-PACE","Electric",168
2023,"Santa Clara","Jeep","Grand Cherokee","PHEV",128
2023,"Santa Clara","Jeep","Wrangler","PHEV",315
2023,"Santa Clara","Jeep","Wrangler Unlimited","PHEV",11
2023,"Santa Clara","Kia","EV6","Electric",242
2023,"Santa Clara","Kia","EV9","Electric",8
2023,"Santa Clara","Kia","Niro EV","Electric",96
2023,"Santa Clara","Kia","Niro Plug-In Hybrid","PHEV",44
2023,"Santa Clara","Kia","Sorento Plug-In Hybrid","PHEV",36
2023,"Santa Clara","Kia","Sportage Plug-In Hybrid","PHEV",61
2023,"Santa Clara","Land Rover","Range Rover","PHEV",4
2023,"Santa Clara","Land Rover","Range Rover Sport","PHEV",2
2023,"Santa Clara","Lexus","NX 450h+","PHEV",189
2023,"Santa Clara","Lexus","RX 450h+","PHEV",14
2023,"Santa Clara","Lexus","RZ 450e","Electric",108
2023,"Santa Clara","Lincoln","Aviator","PHEV",8
2023,"Santa Clara","Lincoln","Corsair","PHEV",17
2023,"Santa Clara","Lucid","Air","Electric",155
2023,"Santa Clara","MINI","Countryman Plug-in Hybrid","PHEV",6
2023,"Santa Clara","MINI","Hardtop 2 Door","Electric",70
2023,"Santa Clara","Mazda","CX-90 PHEV","PHEV",99
2023,"Santa Clara","Mazda","MX-30 EV","Electric",8
2023,"Santa Clara","McLaren","Artura","PHEV",10
2023,"Santa Clara","Mercedes-Benz","EQB","Electric",203
2023,"Santa Clara","Mercedes-Benz","EQE","Electric",353
2023,"Santa Clara","Mercedes-Benz","EQS","Electric",319
2023,"Santa Clara","Mercedes-Benz","GLE","PHEV",48
2023,"Santa Clara","Mercedes-Benz","S-Class","PHEV",5
2023,"Santa Clara","Mitsubishi","Outlander PHEV","PHEV",66
2023,"Santa Clara","Nissan","Ariya","Electric",231
2023,"Santa Clara","Nissan","LEAF","Electric",204
2023,"Santa Clara","Polestar","2","Electric",123
2023,"Santa Clara","Porsche","Cayenne","PHEV",11
2023,"Santa Clara","Porsche","Panamera","PHEV",6
2023,"Santa Clara","Porsche","Taycan","Electric",190
2023,"Santa Clara","Rivian","EDV 500","Electric",28
2023,"Santa Clara","Rivian","EDV 700","Electric",102
2023,"Santa Clara","Rivian","R1S","Electric",673
2023,"Santa Clara","Rivian","R1T","Electric",302
2023,"Santa Clara","Subaru","Crosstrek","PHEV",32
2023,"Santa Clara","Tesla","Cybertruck","Electric",4
2023,"Santa Clara","Tesla","Model 3","Electric",7638
2023,"Santa Clara","Tesla","Model S","Electric",446
2023,"Santa Clara","Tesla","Model X","Electric",1121
2023,"Santa Clara","Tesla","Model Y","Electric",14995
2023,"Santa Clara","Toyota","Mirai","Hydrogen",271
2023,"Santa Clara","Toyota","Prius Prime","PHEV",212
2023,"Santa Clara","Toyota","RAV4 Prime","PHEV",403
2023,"Santa Clara","Toyota/Subaru","bZ4X/Solterra","Electric",236
2023,"Santa Clara","VinFast","VF8","Electric",41
2023,"Santa Clara","Volkswagen","ID.4","Electric",939
2023,"Santa Clara","Volvo","C40 Recharge","Electric",87
2023,"Santa Clara","Volvo","S60 Recharge","PHEV",25
2023,"Santa Clara","Volvo","V60 Recharge","PHEV",6
2023,"Santa Clara","Volvo","XC40 Recharge","Electric",108
2023,"Santa Clara","Volvo","XC60 Recharge","PHEV",92
2023,"Santa Clara","Volvo","XC90 Recharge","PHEV",146
2023,"Santa Cruz","Alfa Romeo","Tonale","PHEV",1
2023,"Santa Cruz","Audi","Q4 e-tron","Electric",23
2023,"Santa Cruz","Audi","Q4 e-tron Sportback","Electric",3
2023,"Santa Cruz","Audi","Q5","PHEV",8
2023,"Santa Cruz","Audi","Q8 e-tron","Electric",4
2023,"Santa Cruz","Audi","Q8 e-tron Sportback","Electric",3
2023,"Santa Cruz","Audi","e-tron","Electric",3
2023,"Santa Cruz","Audi","e-tron GT","Electric",4
2023,"Santa Cruz","Audi","e-tron Sportback","Electric",1
2023,"Santa Cruz","BMW","3 Series","PHEV",2
2023,"Santa Cruz","BMW","X5","PHEV",13
2023,"Santa Cruz","BMW","i4","Electric",34
2023,"Santa Cruz","BMW","iX","Electric",15
2023,"Santa Cruz","Cadillac","LYRIQ","Electric",9
2023,"Santa Cruz","Chevrolet","Bolt EUV","Electric",158
2023,"Santa Cruz","Chevrolet","Bolt EV","Electric",75
2023,"Santa Cruz","Chrysler","Pacifica Hybrid","PHEV",4
2023,"Santa Cruz","Chrysler","Pacifica Plug-In Hybrid","PHEV",9
2023,"Santa Cruz","Dodge","Hornet","PHEV",1
2023,"Santa Cruz","Fisker","Ocean","Electric",6
2023,"Santa Cruz","Ford","E-Transit","Electric",4
2023,"Santa Cruz","Ford","Escape Plug-In Hybrid","PHEV",6
2023,"Santa Cruz","Ford","F-150 Lightning","Electric",67
2023,"Santa Cruz","Ford","Mustang Mach-E","Electric",66
2023,"Santa Cruz","Genesis","Electrified GV70","Electric",1
2023,"Santa Cruz","Genesis","GV60","Electric",4
2023,"Santa Cruz","Hyundai","IONIQ 5","Electric",61
2023,"Santa Cruz","Hyundai","IONIQ 6","Electric",8
2023,"Santa Cruz","Hyundai","KONA Electric","Electric",10
2023,"Santa Cruz","Hyundai","SANTA FE Plug-In Hybrid","PHEV",7
2023,"Santa Cruz","Hyundai","TUCSON Plug-in Hybrid","PHEV",6
2023,"Santa Cruz","Jaguar","I-PACE","Electric",2
2023,"Santa Cruz","Jeep","Grand Cherokee","PHEV",18
2023,"Santa Cruz","Jeep","Wrangler","PHEV",38
2023,"Santa Cruz","Jeep","Wrangler Unlimited","PHEV",1
2023,"Santa Cruz","Kia","EV6","Electric",23
2023,"Santa Cruz","Kia","EV9","Electric",1
2023,"Santa Cruz","Kia","Niro EV","Electric",9
2023,"Santa Cruz","Kia","Niro Plug-In Hybrid","PHEV",6
2023,"Santa Cruz","Kia","Sorento Plug-In Hybrid","PHEV",5
2023,"Santa Cruz","Kia","Sportage Plug-In Hybrid","PHEV",11
2023,"Santa Cruz","Lexus","NX 450h+","PHEV",15
2023,"Santa Cruz","Lexus","RX 450h+","PHEV",2
2023,"Santa Cruz","Lexus","RZ 450e","Electric",2
2023,"Santa Cruz","Lincoln","Aviator","PHEV",1
2023,"Santa Cruz","Lincoln","Corsair","PHEV",1
2023,"Santa Cruz","Lucid","Air","Electric",6
2023,"Santa Cruz","MINI","Hardtop 2 Door","Electric",6
2023,"Santa Cruz","Mazda","CX-90 PHEV","PHEV",8
2023,"Santa Cruz","Mercedes-Benz","EQB","Electric",6
2023,"Santa Cruz","Mercedes-Benz","EQE","Electric",9
2023,"Santa Cruz","Mercedes-Benz","EQS","Electric",6
2023,"Santa Cruz","Mitsubishi","Outlander PHEV","PHEV",7
2023,"Santa Cruz","Nissan","Ariya","Electric",14
2023,"Santa Cruz","Nissan","LEAF","Electric",9
2023,"Santa Cruz","Polestar","2","Electric",7
2023,"Santa Cruz","Porsche","Taycan","Electric",3
2023,"Santa Cruz","Rivian","R1S","Electric",77
2023,"Santa Cruz","Rivian","R1T","Electric",59
2023,"Santa Cruz","Subaru","Crosstrek","PHEV",6
2023,"Santa Cruz","Tesla","Cybertruck","Electric",1
2023,"Santa Cruz","Tesla","Model 3","Electric",262
2023,"Santa Cruz","Tesla","Model S","Electric",21
2023,"Santa Cruz","Tesla","Model X","Electric",29
2023,"Santa Cruz","Tesla","Model Y","Electric",441
2023,"Santa Cruz","Toyota","Mirai","Hydrogen",1
2023,"Santa Cruz","Toyota","Prius Prime","PHEV",34
2023,"Santa Cruz","Toyota","RAV4 Prime","PHEV",92
2023,"Santa Cruz","Toyota/Subaru","bZ4X/Solterra","Electric",51
2023,"Santa Cruz","Volkswagen","ID.4","Electric",88
2023,"Santa Cruz","Volvo","C40 Recharge","Electric",4
2023,"Santa Cruz","Volvo","S60 Recharge","PHEV",1
2023,"Santa Cruz","Volvo","XC40 Recharge","Electric",18
2023,"Santa Cruz","Volvo","XC60 Recharge","PHEV",7
2023,"Santa Cruz","Volvo","XC90 Recharge","PHEV",10
2023,"Shasta","Audi","Q5","PHEV",1
2023,"Shasta","Audi","Q8 e-tron","Electric",1
2023,"Shasta","BMW","5 Series","PHEV",1
2023,"Shasta","BMW","X5","PHEV",11
2023,"Shasta","BMW","i4","Electric",1
2023,"Shasta","BMW","iX","Electric",3
2023,"Shasta","Cadillac","LYRIQ","Electric",2
2023,"Shasta","Chevrolet","Bolt EUV","Electric",20
2023,"Shasta","Chevrolet","Bolt EV","Electric",9
2023,"Shasta","Chrysler","Pacifica Plug-In Hybrid","PHEV",5
2023,"Shasta","Ford","Escape Plug-In Hybrid","PHEV",3
2023,"Shasta","Ford","F-150 Lightning","Electric",12
2023,"Shasta","Ford","Mustang Mach-E","Electric",14
2023,"Shasta","GMC","HUMMER EV","Electric",1
2023,"Shasta","Hyundai","IONIQ 5","Electric",7
2023,"Shasta","Hyundai","IONIQ 6","Electric",2
2023,"Shasta","Hyundai","KONA Electric","Electric",1
2023,"Shasta","Hyundai","TUCSON Plug-in Hybrid","PHEV",3
2023,"Shasta","Jaguar","I-PACE","Electric",1
2023,"Shasta","Jeep","Grand Cherokee","PHEV",6
2023,"Shasta","Jeep","Wrangler","PHEV",13
2023,"Shasta","Kia","EV6","Electric",15
2023,"Shasta","Kia","Niro EV","Electric",2
2023,"Shasta","Kia","Niro Plug-In Hybrid","PHEV",12
2023,"Shasta","Kia","Sorento Plug-In Hybrid","PHEV",1
2023,"Shasta","Kia","Sportage Plug-In Hybrid","PHEV",10
2023,"Shasta","Lexus","NX 450h+","PHEV",5
2023,"Shasta","Lexus","RX 450h+","PHEV",1
2023,"Shasta","Lincoln","Aviator","PHEV",1
2023,"Shasta","Lincoln","Corsair","PHEV",1
2023,"Shasta","MINI","Countryman Plug-in Hybrid","PHEV",1
2023,"Shasta","Mazda","CX-90 PHEV","PHEV",2
2023,"Shasta","Mercedes-Benz","EQE","Electric",1
2023,"Shasta","Mercedes-Benz","EQS","Electric",5
2023,"Shasta","Mitsubishi","Outlander PHEV","PHEV",2
2023,"Shasta","Nissan","Ariya","Electric",6
2023,"Shasta","Nissan","LEAF","Electric",3
2023,"Shasta","Polestar","2","Electric",1
2023,"Shasta","Rivian","R1S","Electric",6
2023,"Shasta","Rivian","R1T","Electric",2
2023,"Shasta","Subaru","Crosstrek","PHEV",1
2023,"Shasta","Tesla","Model 3","Electric",65
2023,"Shasta","Tesla","Model S","Electric",7
2023,"Shasta","Tesla","Model X","Electric",7
2023,"Shasta","Tesla","Model Y","Electric",124
2023,"Shasta","Toyota","Mirai","Hydrogen",1
2023,"Shasta","Toyota","Prius Prime","PHEV",7
2023,"Shasta","Toyota","RAV4 Prime","PHEV",17
2023,"Shasta","Toyota/Subaru","bZ4X/Solterra","Electric",31
2023,"Shasta","Volkswagen","ID.4","Electric",13
2023,"Shasta","Volvo","C40 Recharge","Electric",1
2023,"Shasta","Volvo","S60 Recharge","PHEV",2
2023,"Shasta","Volvo","XC40 Recharge","Electric",1
2023,"Shasta","Volvo","XC60 Recharge","PHEV",1
2023,"Shasta","Volvo","XC90 Recharge","PHEV",1
2023,"Sierra","Lexus","NX 450h+","PHEV",1
2023,"Sierra","Tesla","Model Y","Electric",1
2023,"Sierra","Volvo","XC40 Recharge","Electric",1
2023,"Siskiyou","Audi","RS e-tron GT","Electric",1
2023,"Siskiyou","BMW","X5","PHEV",2
2023,"Siskiyou","Chevrolet","Bolt EV","Electric",2
2023,"Siskiyou","Ford","F-150 Lightning","Electric",5
2023,"Siskiyou","Ford","Mustang Mach-E","Electric",2
2023,"Siskiyou","Hyundai","IONIQ 5","Electric",1
2023,"Siskiyou","Jeep","Grand Cherokee","PHEV",1
2023,"Siskiyou","Jeep","Wrangler","PHEV",4
2023,"Siskiyou","Kia","Sorento Plug-In Hybrid","PHEV",2
2023,"Siskiyou","Kia","Sportage Plug-In Hybrid","PHEV",2
2023,"Siskiyou","Mitsubishi","Outlander PHEV","PHEV",1
2023,"Siskiyou","Rivian","R1S","Electric",1
2023,"Siskiyou","Tesla","Model 3","Electric",1
2023,"Siskiyou","Tesla","Model S","Electric",1
2023,"Siskiyou","Tesla","Model X","Electric",2
2023,"Siskiyou","Tesla","Model Y","Electric",17
2023,"Siskiyou","Toyota","Prius Prime","PHEV",1
2023,"Siskiyou","Toyota","RAV4 Prime","PHEV",7
2023,"Siskiyou","Toyota/Subaru","bZ4X/Solterra","Electric",3
2023,"Siskiyou","Volkswagen","ID.4","Electric",4
2023,"Siskiyou","Volvo","C40 Recharge","Electric",1
2023,"Siskiyou","Volvo","XC90 Recharge","PHEV",1
2023,"Solano","Audi","Q4 e-tron","Electric",17
2023,"Solano","Audi","Q4 e-tron Sportback","Electric",4
2023,"Solano","Audi","Q5","PHEV",6
2023,"Solano","Audi","Q8 e-tron","Electric",6
2023,"Solano","Audi","Q8 e-tron Sportback","Electric",3
2023,"Solano","Audi","e-tron","Electric",3
2023,"Solano","Audi","e-tron GT","Electric",3
2023,"Solano","Audi","e-tron S","Electric",1
2023,"Solano","Audi","e-tron Sportback","Electric",2
2023,"Solano","BMW","3 Series","PHEV",10
2023,"Solano","BMW","5 Series","PHEV",4
2023,"Solano","BMW","X5","PHEV",21
2023,"Solano","BMW","XM","PHEV",1
2023,"Solano","BMW","i4","Electric",97
2023,"Solano","BMW","i5","Electric",1
2023,"Solano","BMW","i7","Electric",7
2023,"Solano","BMW","iX","Electric",17
2023,"Solano","Cadillac","LYRIQ","Electric",14
2023,"Solano","Chevrolet","Blazer EV","Electric",2
2023,"Solano","Chevrolet","Bolt EUV","Electric",101
2023,"Solano","Chevrolet","Bolt EV","Electric",38
2023,"Solano","Chrysler","Pacifica Hybrid","PHEV",8
2023,"Solano","Chrysler","Pacifica Plug-In Hybrid","PHEV",8
2023,"Solano","Ferrari","SF90 Stradale","PHEV",1
2023,"Solano","Fisker","Ocean","Electric",5
2023,"Solano","Ford","E-Transit","Electric",6
2023,"Solano","Ford","Escape Plug-In Hybrid","PHEV",9
2023,"Solano","Ford","F-150 Lightning","Electric",49
2023,"Solano","Ford","Mustang Mach-E","Electric",113
2023,"Solano","GMC","HUMMER EV","Electric",2
2023,"Solano","Genesis","Electrified GV70","Electric",1
2023,"Solano","Genesis","GV60","Electric",2
